Make,Model,Version_sales,match_make,match_model,match_version,match_ano,msrp,precio_transaccion,hp,equipment_score,units
TOYOTA,COROLLA,(O)2.0 LE CVT,TOYOTA,COROLLA,LE CVT,2023.0,440900.0,440900.0,169.0,2.0,886.0
TOYOTA,COROLLA,(O)1.8 HEV LE AUTO,TOYOTA,COROLLA,LE CVT,2024.0,449900.0,435900.0,169.0,2.0,3223.0
TOYOTA,COROLLA,2.0 BASE CVT,TOYOTA,COROLLA,BASE CVT,2022.0,381900.0,381900.0,139.0,2.0,887.0
TOYOTA,COROLLA,(O)2.0 BASE CVT,TOYOTA,COROLLA,BASE CVT,2023.0,410900.0,410900.0,169.0,2.0,80.0
TOYOTA,COROLLA,(O)2.0 BASE CVT,TOYOTA,COROLLA,BASE CVT,2024.0,419900.0,405900.0,169.0,2.0,1056.0
HONDA,CR-V,1.5 TOURING CVT,HONDA,CR-V,TOURING,2022.0,739900.0,739900.0,188.0,3.0,168.0
HONDA,CR-V,(O)1.5 TOURING CVT,HONDA,CR-V,TOURING,2023.0,819900.0,819900.0,188.0,4.0,228.0
HONDA,CR-V,(O)1.5 TOURING CVT,HONDA,CR-V,TOURING,2024.0,844900.0,844900.0,188.0,4.0,1960.0
NISSAN,MARCH,1.6 EXCLUSIVE BI-TONO AUTO,NISSAN,MARCH,EXCLUSIVE TA BI-TONO 22,2022.0,319900.0,307810.0,106.0,2.0,904.0
NISSAN,MARCH,(O)1.6 EXCLUSIVE BI-TONO AUTO,NISSAN,MARCH,EXCLUSIVE TA BI-TONO 23,2023.0,333900.0,314900.0,106.0,2.0,2473.0
NISSAN,MARCH,(O)1.6 EXCLUSIVE BI-TONO AUTO,NISSAN,MARCH,EXCLUSIVE TA BI-TONO 24,2024.0,354900.0,324900.0,106.0,3.0,657.0
BUICK,ENCORE GX,1.3 ESSENCE AUTO,BUICK,ENCORE GX,ESSENCE,2023.0,662600.0,640600.0,155.0,4.0,137.0
AUDI,A3,2.0 40 TFSI S LINE DCT,AUDI,A3,2.0 SEDAN 40 TFSI S LINE S TRONIC,2022.0,784900.0,773127.0,190.0,4.0,46.0
AUDI,A3,2.0 40 TFSI S LINE DCT,AUDI,A3,2.0 SEDAN 40 TFSI S LINE S TRONIC,2023.0,829900.0,780106.0,190.0,4.0,8.0
AUDI,A3,(O)2.0 TFSI S3 DCT 4WD,AUDI,A3,2.0 SEDAN 40 TFSI S LINE S TRONIC,2024.0,869900.0,812889.86,190.0,4.0,15.0
AUDI,A3,2.0 40 TFSI SELECT DCT,AUDI,A3,2.0 SEDAN 40 TFSI SELECT S TRONIC,2022.0,709900.0,699252.0,190.0,5.0,417.0
AUDI,A3,2.0 40 TFSI SELECT DCT,AUDI,A3,2.0 SEDAN 40 TFSI SELECT S TRONIC,2023.0,754900.0,709606.0,190.0,2.0,145.0
SUZUKI,S-CROSS,1.4 BOOSTERJET GLX AUTO,SUZUKI,S-CROSS,BOOSTERJET AT,2024.0,484990.0,484990.0,138.0,4.0,1132.0
BMW,SERIES 5,4.4 M5 AUTO 4WD,BMW,M,M5 SEDAN LCI,2023.0,2600000.0,2600000.0,600.0,3.0,53.0
CHEVROLET,COLORADO,(O)3.6 LT C AUTO 4WD,CHEVROLET,COLORADO,LT 4X4 B,2023.0,940400.0,,,0.0,180.0
CHEVROLET,COLORADO,(O)2.7 ZR2 D AUTO 4WD CREW CAB,CHEVROLET,COLORADO,LT 4X4 B,2024.0,980700.0,980700.0,310.0,3.0,592.0
GMC,SIERRA,6.2 DENALI E AUTO 4WD,GMC,SIERRA,DENALI E CREW CAB,2023.0,1696400.0,1696400.0,425.0,4.0,14.0
GMC,SIERRA,(O)6.2 DENALI E AUTO 4WD,GMC,SIERRA,DENALI E CREW CAB,2024.0,1760400.0,1680400.0,425.0,4.0,503.0
TOYOTA,HIGHLANDER,2.5 HEV LIMITED AUTO,TOYOTA,HIGHLANDER,LIMITED,2023.0,990900.0,990900.0,243.0,3.0,1065.0
TOYOTA,HIGHLANDER,(O)2.5 HEV LIMITED AUTO,TOYOTA,HIGHLANDER,LIMITED HEV,2025.0,1012700.0,1012700.0,243.0,2.0,1644.0
AUDI,A3,1.4 35 TFSI SELECT AUTO,AUDI,A3,1.4 SEDAN 35 TFSI SELECT TIPTRONIC AT,2022.0,659900.0,650002.0,150.0,5.0,18.0
AUDI,A3,(O)1.4 35 TFSI SELECT AUTO,AUDI,A3,1.4 SEDAN 35 TFSI SELECT TIPTRONIC AT,2023.0,704900.0,662606.0,150.0,2.0,35.0
AUDI,A3,(O)1.4 35 TFSI SELECT AUTO,AUDI,A3,1.4 SEDAN 35 TFSI SELECT TIPTRONIC AT,2024.0,744900.0,696081.92,150.0,5.0,202.0
AUDI,A3,(O)1.4 35 TFSI DYNAMIC AUTO,AUDI,A3,1.4 SEDAN 35 TFSI DYNAMIC TIPTRONIC AT,2022.0,609900.0,600752.0,150.0,5.0,558.0
AUDI,A3,(O)1.4 35 TFSI DYNAMIC AUTO,AUDI,A3,1.4 SEDAN 35 TFSI DYNAMIC TIPTRONIC AT,2023.0,654900.0,615606.0,150.0,4.0,96.0
AUDI,A3,1.4 35 TFSI DYNAMIC AUTO,AUDI,A3,1.4 SEDAN 35 TFSI DYNAMIC TIPTRONIC AT,2024.0,699900.0,654031.05,150.0,5.0,200.0
VOLKSWAGEN,JETTA,2.0 GLI DSG,VOLKSWAGEN,JETTA,GLI LONG DRIVE,2022.0,598990.0,598990.0,230.0,4.0,7.0
VOLKSWAGEN,JETTA,(O)2.0 GLI DSG,VOLKSWAGEN,JETTA,GLI LONG DRIVE,2023.0,619990.0,619990.0,230.0,3.0,193.0
TOYOTA,TACOMA,3.5 SPORT AUTO,TOYOTA,TACOMA,SPORT,2022.0,715700.0,715700.0,278.0,2.0,116.0
TOYOTA,TACOMA,3.5 SPORT AUTO,TOYOTA,TACOMA,SPORT,2023.0,764200.0,764200.0,278.0,2.0,309.0
SUBARU,WRX,2.4 LIMITED AWD,SUBARU,WRX,2.4 LIMITED 6MT,2022.0,779900.0,779900.0,271.0,3.0,264.0
SUBARU,WRX,(O)2.4 LIMITED AWD,SUBARU,WRX,2.4 LIMITED 6MT,2023.0,789900.0,789900.0,271.0,3.0,3486.0
MAZDA,MAZDA3,2.0 MHEV I SPORT AUTO,MAZDA,MAZDA3,I 4 PUERTAS TA,2016.0,274900.0,274900.0,155.0,0.0,1412.0
HYUNDAI,ELANTRA,2.0 LIMITED TECH IVT,HYUNDAI,ELANTRA,LIMITED TECH IVT,2022.0,504400.0,504400.0,147.0,3.0,96.0
HYUNDAI,ELANTRA,(O)2.0 LIMITED TECH IVT,HYUNDAI,ELANTRA,LIMITED TECH IVT,2023.0,530200.0,530200.0,147.0,3.0,179.0
HYUNDAI,ELANTRA,(O)2.0 LIMITED TECH IVT,HYUNDAI,ELANTRA,LIMITED TECH IVT,2024.0,561700.0,531700.0,147.0,3.0,191.0
HYUNDAI,ELANTRA,2.0 GLS PREMIUM IVT,HYUNDAI,ELANTRA,GLS PREMIUM IVT,2022.0,445000.0,445000.0,147.0,2.0,696.0
HYUNDAI,ELANTRA,(O)2.0 GLS PREMIUM IVT,HYUNDAI,ELANTRA,GLS PREMIUM IVT,2023.0,464200.0,464200.0,147.0,2.0,69.0
HYUNDAI,ELANTRA,(O)2.0 GLS PREMIUM IVT,HYUNDAI,ELANTRA,GLS PREMIUM IVT,2024.0,502500.0,472500.0,147.0,2.0,129.0
HYUNDAI,GRAND I10,1.2 GLS,HYUNDAI,GRAND I10,GLS TM,2020.0,223400.0,223400.0,86.0,2.0,191.0
HYUNDAI,GRAND I10,(O)1.2 GL MID,HYUNDAI,GRAND I10,GL MID MANUAL,2020.0,208300.0,208300.0,86.0,2.0,2187.0
HYUNDAI,GRAND I10,(O)1.2 GL,HYUNDAI,GRAND I10,GL MANUAL,2020.0,189500.0,189500.0,86.0,0.0,1603.0
KIA,RIO,1.6 S PACK AUTO,KIA,RIO,SEDN 1.6L EX PACK TA,2019.0,314900.0,294900.0,121.0,2.0,2316.0
PORSCHE,MACAN,2.9 S DCT 4WD,PORSCHE,MACAN,S PDK,2022.0,1398000.0,1398000.0,375.0,3.0,373.0
PORSCHE,MACAN,(O)2.9 S DCT 4WD,PORSCHE,MACAN,S PDK,2024.0,1518000.0,1518000.0,380.0,3.0,326.0
MAZDA,MAZDA3,(O)2.0 MHEV I SPORT AUTO,MAZDA,MAZDA3,SEDAN I TOURING TA,2010.0,243990.0,204260.0,148.0,0.0,231.0
MAZDA,MAZDA3,2.5 I,MAZDA,MAZDA3,S 4 PUERTAS TM,2016.0,303900.0,303900.0,188.0,0.0,4575.0
MAZDA,MAZDA3,2.5 I AUTO,MAZDA,MAZDA3,S 4 PUERTAS TA,2016.0,314900.0,314900.0,188.0,0.0,15352.0
MAZDA,MAZDA3,2.5 CARBON EDITION 4WD AUTO,MAZDA,MAZDA3,S 5 PUERTAS TA,2016.0,314900.0,314900.0,188.0,0.0,6540.0
BMW,SERIES 4,2.0 430I GRAN COUPE AUTO,BMW,SERIE 4 GRAN COUP,430I,2022.0,1045000.0,1045000.0,258.0,2.0,35.0
BMW,SERIES 4,2.0 430I GRAN COUPE AUTO,BMW,SERIE 4 GRAN COUP,430I,2023.0,1090000.0,1065000.0,258.0,3.0,68.0
BMW,SERIES 4,2.0 430I GRAN COUPE AUTO,BMW,SERIE 4 GRAN COUP,430I,2024.0,1135000.0,1135000.0,258.0,3.0,77.0
MINI,COUNTRYMAN,(O)1.5 COOPER CLASSIC AUTO,MINI,COUNTRYMAN,COOPER CHILI,2021.0,648000.0,648000.0,136.0,2.0,236.0
RAM,RAM 1500,(O)5.7 MHEV LIMITED CREW CAB AUTO 4WD,RAM,RAM 1500,CC MILD-HYBRID LIMITED 4X4,2024.0,1609900.0,1609900.0,395.0,5.0,6191.0
LINCOLN,CORSAIR,2.3 RESERVE AUTO AWD,LINCOLN,CORSAIR,RESERVE AWD 2.3L,2022.0,1287300.0,1287300.0,295.0,4.0,916.0
NISSAN,X-TRAIL,2.5 EXCLUSIVE 2 ROW CVT,NISSAN,X-TRAIL,EXCLUSIVE 2 ROW 22,2022.0,712900.0,689018.0,169.0,3.0,147.0
NISSAN,X-TRAIL,(O)2.5 EXCLUSIVE 2 ROW CVT,NISSAN,X-TRAIL,EXCLUSIVE 2 ROW 23,2023.0,723900.0,700900.0,181.0,4.0,148.0
NISSAN,X-TRAIL,2.5 EXCLUSIVE 2 ROW CVT,NISSAN,X-TRAIL,EXCLUSIVE 2 ROW 24,2024.0,725900.0,670900.0,181.0,4.0,1760.0
NISSAN,X-TRAIL,2.5 EXCLUSIVE 3 ROW CVT,NISSAN,X-TRAIL,EXCLUSIVE 3 ROW 22,2022.0,729900.0,706018.0,169.0,3.0,230.0
NISSAN,X-TRAIL,2.5 EXCLUSIVE 3 ROW CVT,NISSAN,X-TRAIL,EXCLUSIVE 3 ROW 23,2023.0,743900.0,720900.0,181.0,4.0,254.0
NISSAN,X-TRAIL,2.5 EXCLUSIVE 3 ROW CVT,NISSAN,X-TRAIL,EXCLUSIVE 3 ROW 24,2024.0,745900.0,690900.0,181.0,4.0,58.0
AUDI,Q5,3.0 SQ5 AUTO 4WD,AUDI,Q5,SQ5 TFSI QUATTRO AT,2024.0,1524900.0,1308900.0,354.0,4.0,30.0
JEEP,WRANGLER,2.0 UNLIMITED SAHARA AUTO 4WD,JEEP,WRANGLER,UNLIMITED SAHARA ETORQUE MILD-HYBRID,2022.0,1159900.0,1159900.0,285.0,4.0,2034.0
JEEP,WRANGLER,(O)3.6 MHEV UNLIMITED SAHARA AUTO 4WD,JEEP,WRANGLER,UNLIMITED SAHARA ETORQUE MILD-HYBRID,2023.0,1248900.0,1248900.0,285.0,3.0,3266.0
JEEP,WRANGLER,2.0 UNLIMITED SAHARA AUTO 4WD,JEEP,WRANGLER,UNLIMITED SAHARA TURBO 4X4,2024.0,1339900.0,1289900.0,270.0,3.0,656.0
MINI,MINI,1.5 COOPER CLASSIC DCT,MINI,MINI,3 DOOR COOPER SALT AT,2021.0,485000.0,485000.0,136.0,2.0,5222.0
GMC,YUKON,6.2 DENALI A AUTO 4WD,GMC,YUKON,DENALI A,2022.0,2004900.0,2004900.0,420.0,4.0,152.0
GMC,YUKON,(O)6.2 DENALI A AUTO 4WD,GMC,YUKON,DENALI A,2023.0,2128900.0,2003900.0,420.0,4.0,63.0
GMC,YUKON,(O)6.2 DENALI A AUTO 4WD,GMC,YUKON,DENALI A,2024.0,2173900.0,1973900.0,420.0,4.0,330.0
SUZUKI,SWIFT,(O)1.2 GLS,SUZUKI,SWIFT,GLS 5MT,2023.0,299990.0,299990.0,82.0,1.0,730.0
SUZUKI,SWIFT,(O)1.2 GLS,SUZUKI,SWIFT,GLS 5MT,2024.0,299990.0,299990.0,82.0,1.0,169.0
SUZUKI,SWIFT,(O)1.2 MHEV BOOSTERGREEN GLS,SUZUKI,SWIFT,BOOSTERGREEN GLS MANUAL,2025.0,334990.0,334990.0,81.0,4.0,1421.0
CHEVROLET,TAHOE,5.3 LT C AUTO,CHEVROLET,TAHOE,LT C,2022.0,1588900.0,1588900.0,355.0,2.0,47.0
CHEVROLET,TAHOE,5.3 LT C AUTO,CHEVROLET,TAHOE,LT C,2023.0,1702600.0,1577600.0,355.0,2.0,165.0
CHEVROLET,TAHOE,(O)5.3 LT C AUTO,CHEVROLET,TAHOE,LT C,2024.0,1764400.0,1674400.0,355.0,2.0,60.0
SEAT,ARONA,(O)1.6 STYLE AUTO,SEAT,ARONA,STYLE,2022.0,414900.0,414900.0,110.0,2.0,541.0
SEAT,ARONA,(O)1.6 STYLE AUTO,SEAT,ARONA,STYLE,2023.0,431900.0,401900.0,110.0,3.0,856.0
SEAT,ARONA,(O)1.6 STYLE AUTO,SEAT,ARONA,STYLE,2024.0,442900.0,382900.0,110.0,3.0,460.0
BMW,X4,2.0 XDRIVE30I AUTO,BMW,X4,XDRIVE30IA EXECUTIVE,2020.0,934900.0,864900.0,249.0,1.0,524.0
RAM,700,1.3 SLT REGULAR CAB,RAM,700,SLT REGULAR CAB,2022.0,284900.0,284900.0,98.0,1.0,1178.0
RAM,700,(O)1.3 SLT REGULAR CAB,RAM,700,SLT REGULAR CAB,2023.0,308900.0,308900.0,98.0,1.0,458.0
RAM,700,1.3 SLT REGULAR CAB,RAM,700,SLT REGULAR CAB,2024.0,324900.0,324900.0,98.0,3.0,442.0
HONDA,CR-V,(O)1.5 TURBO PLUS CVT,HONDA,CR-V,TURBO PLUS,2022.0,689900.0,689900.0,188.0,3.0,163.0
HONDA,CR-V,1.5 TURBO PLUS CVT,HONDA,CR-V,TURBO PLUS,2023.0,769900.0,769900.0,188.0,3.0,147.0
HONDA,CR-V,(O)1.5 TURBO PLUS CVT,HONDA,CR-V,TURBO PLUS,2024.0,794900.0,769900.0,188.0,3.0,767.0
LINCOLN,NAVIGATOR,(O)3.5 RESERVE AUTO 4WD,LINCOLN,NAVIGATOR,L RESERVE 4X4 3.5L,2022.0,2314900.0,2314900.0,440.0,4.0,593.0
FORD,EXPEDITION,(O)3.5 LIMITED MAX AUTO ES,FORD,EXPEDITION,LIMITED MAX 4X2 3.5L ECOBOOST,2023.0,1653000.0,1653000.0,400.0,3.0,6.0
FORD,EXPEDITION,(O)3.5 LIMITED AUTO,FORD,EXPEDITION,LIMITED MAX 4X2 3.5L ECOBOOST,2024.0,1692000.0,1497000.0,400.0,6.0,250.0
HYUNDAI,GRAND I10,1.2 GL,HYUNDAI,GRAND I10,GLS TM,2021.0,257800.0,250300.0,83.0,2.0,4291.0
HYUNDAI,GRAND I10,(O)1.2 GL MID,HYUNDAI,GRAND I10,GL MID MANUAL SD,2020.0,220400.0,220400.0,88.0,2.0,1787.0
MINI,MINI,2.0 COOPER S CLASSIC DCT,MINI,MINI,5 DOOR COOPER S SALT AT,2021.0,602000.0,602000.0,192.0,2.0,3201.0
MINI,MINI,(O)1.5 COOPER CLASSIC DCT,MINI,MINI,5 DOOR COOPER CHILI AT,2021.0,575000.0,575000.0,136.0,0.0,1171.0
MITSUBISHI,OUTLANDER,2.4 PHEV LIMITED AUTO 4WD,MITSUBISHI,OUTLANDER,LIMITED,2022.0,607400.0,607400.0,166.0,5.0,2170.0
BMW,X6,4.4 M COMPETITION AUTO 4WD,BMW,X6,M50I,2020.0,1689900.0,1689900.0,530.0,4.0,910.0
NISSAN,ALTIMA,2.5 ADVANCE CVT,NISSAN,ALTIMA,ADVANCE CVT 23,2023.0,737900.0,637900.0,181.0,3.0,3986.0
NISSAN,ALTIMA,(O)2.5 SENSE CVT,NISSAN,ALTIMA,ADVANCE CVT 24,2024.0,750900.0,750900.0,181.0,5.0,378.0
CHEVROLET,SILVERADO 2500,5.3 CHEYENNE RST CREW CAB B 4WD,CHEVROLET,SILVERADO 2500,LS CAB EXTENDIDA A,2018.0,578000.0,523000.0,355.0,0.0,1292.0
SUZUKI,XL7,(O)1.5 GLX AUTO,SUZUKI,XL7,3.6L V6 GL AT,2007.0,324000.0,,252.0,1.0,3557.0
SUZUKI,XL7,1.5 MHEV BOOSTERGREEN GLX AUTO,SUZUKI,XL7,3.6L V6 GLS AT AWD,2007.0,389000.0,,252.0,1.0,2200.0
BUICK,ENCORE GX,1.3 CONVENIENCE AUTO,BUICK,ENCORE GX,CONVENIENCE,2022.0,549900.0,549900.0,155.0,3.0,123.0
BUICK,ENCORE GX,(O)1.3 CONVENIENCE AUTO,BUICK,ENCORE GX,CONVENIENCE,2023.0,585600.0,563600.0,155.0,3.0,89.0
RAM,RAM 1500,(O)5.7 MHEV LONGHORN CREW CAB AUTO 4WD,RAM,RAM 1500,HEMI SPORT CREW CAB 4X4 V8 8AT,2022.0,846900.0,846900.0,391.0,2.0,2196.0
RAM,RAM 1500,(O)5.7 MHEV LIMITED CREW CAB AUTO 4WD,RAM,RAM 1500,HEMI SPORT CREW CAB 4X4 V8 8AT,2023.0,904900.0,904900.0,391.0,2.0,15056.0
PEUGEOT,301,1.6 ACTIVE R16,PEUGEOT,301,ACTIVE 4P 1.6 HDI 92HP E5 MAN 5VEL,2022.0,308900.0,283900.0,92.0,0.0,1081.0
PEUGEOT,301,1.6 HDI ACTIVE R16,PEUGEOT,301,ACTIVE 4P 1.6 HDI 92HP E5 MAN 5VEL R16,2023.0,333900.0,308900.0,92.0,0.0,619.0
NISSAN,FRONTIER,2.5 XE,NISSAN,FRONTIER,XE TM 22,2022.0,500900.0,500900.0,166.0,0.0,1896.0
NISSAN,FRONTIER,2.5 XE,NISSAN,FRONTIER,XE TM 23,2023.0,521900.0,489900.0,166.0,0.0,820.0
NISSAN,FRONTIER,(O)2.5 XE,NISSAN,FRONTIER,FRONTIER XE TM 24,2024.0,546900.0,546900.0,166.0,0.0,4441.0
NISSAN,FRONTIER,2.5 XE,NISSAN,FRONTIER,XE TM 25,2025.0,564900.0,564900.0,166.0,3.0,2543.0
SUZUKI,CIAZ,1.4 GLX,SUZUKI,CIAZ,GLX MT,2024.0,352990.0,352990.0,100.0,2.0,1784.0
SUZUKI,CIAZ,1.4 GLX AUTO,SUZUKI,CIAZ,GLX AT 5VEL. 1.4LT 4CIL 4PTS,2022.0,349990.0,349990.0,100.0,2.0,22.0
SUZUKI,CIAZ,1.4 GLX AUTO,SUZUKI,CIAZ,GLX AT,2024.0,372990.0,372990.0,100.0,2.0,146.0
FORD,F-150,3.3 V6 XL CREW CAB AUTO 4WD,FORD,F-150,XL 4X2 DOBLE CABINA 3.3L V6 AT,2022.0,923000.0,923000.0,290.0,2.0,85.0
MAZDA,MAZDA2,1.5 I GRAND TOURING AUTO,MAZDA,MAZDA2,I GRAND TOURING 5 PUERTAS T/A,2016.0,261900.0,261900.0,106.0,0.0,10979.0
MAZDA,MAZDA2,1.5 I SEDAN AUTO,MAZDA,MAZDA2,I 5 PUERTAS T/A,2016.0,221900.0,221900.0,106.0,0.0,12060.0
MAZDA,MAZDA2,1.5 I SEDAN,MAZDA,MAZDA2,I 5 PUERTAS T/M,2016.0,210900.0,210900.0,106.0,0.0,3878.0
DODGE,ATTITUDE,1.2 SXT CVT,DODGE,ATTITUDE,SXT TA,2022.0,299900.0,284900.0,76.0,1.0,317.0
DODGE,ATTITUDE,(O)1.2 SXT CVT,DODGE,ATTITUDE,SXT TA,2023.0,324990.0,309990.0,76.0,1.0,207.0
DODGE,ATTITUDE,1.2 SXT CVT,DODGE,ATTITUDE,SXT TA,2024.0,349900.0,309900.0,76.0,1.0,138.0
DODGE,ATTITUDE,1.2 SXT,DODGE,ATTITUDE,SXT TM,2022.0,286900.0,271900.0,76.0,1.0,659.0
DODGE,ATTITUDE,(O)1.2 SXT,DODGE,ATTITUDE,SXT TM,2023.0,311990.0,296990.0,76.0,1.0,11.0
DODGE,ATTITUDE,(O)1.2 SXT,DODGE,ATTITUDE,SXT TM,2024.0,335900.0,295900.0,76.0,1.0,16.0
DODGE,ATTITUDE,1.2 SE CVT,DODGE,ATTITUDE,SE TA,2022.0,275900.0,260900.0,76.0,1.0,1083.0
DODGE,ATTITUDE,(O)1.2 SE CVT,DODGE,ATTITUDE,SE TA,2023.0,301990.0,286990.0,76.0,1.0,112.0
DODGE,ATTITUDE,(O)1.2 SE CVT,DODGE,ATTITUDE,SE TA,2024.0,324900.0,284900.0,76.0,1.0,12.0
DODGE,ATTITUDE,(O)1.2 SE,DODGE,ATTITUDE,SE TM,2022.0,255900.0,235900.0,76.0,1.0,786.0
DODGE,ATTITUDE,(O)1.2 SE,DODGE,ATTITUDE,SE TM,2023.0,279990.0,264990.0,76.0,1.0,101.0
DODGE,ATTITUDE,(O)1.2 SE,DODGE,ATTITUDE,SE TM,2024.0,301900.0,261900.0,76.0,1.0,5.0
RAM,RAM 1500,(O)3.6 CREW CAB SLT TRABAJO 4X2 V6 8 AUT,RAM,RAM 1500,CREW CAB SLT TRABAJO 4X2 V6 8AT,2022.0,781900.0,781900.0,305.0,2.0,953.0
RAM,RAM 1500,(O)3.6 CREW CAB SLT TRABAJO 4X2 V6 8 AUT,RAM,RAM 1500,CREW CAB SLT TRABAJO 4X2 V6 8AT,2023.0,834900.0,834900.0,305.0,2.0,1656.0
RAM,RAM 1500,5.7 CREW CAB SLT TRABAJO 4X4 V8 8 AUTO,RAM,RAM 1500,CREW CAB SLT TRABAJO 4X4 V8 8AT,2022.0,831900.0,831900.0,395.0,2.0,176.0
RAM,RAM 1500,(O)5.7 CREW CAB SLT TRABAJO 4X4 V8 8 AUT,RAM,RAM 1500,CREW CAB SLT TRABAJO 4X4 V8 8AT,2023.0,884900.0,884900.0,395.0,2.0,754.0
TOYOTA,HIGHLANDER,(O)2.5 HEV LE AUTO,TOYOTA,HIGHLANDER,LE,2023.0,865900.0,865900.0,243.0,2.0,1213.0
TOYOTA,HIGHLANDER,(O)2.5 HEV LE AUTO,TOYOTA,HIGHLANDER,LE HEV,2025.0,887700.0,887700.0,243.0,4.0,1439.0
TOYOTA,HIGHLANDER,2.5 HEV XLE AUTO,TOYOTA,HIGHLANDER,XLE,2023.0,920900.0,920900.0,243.0,3.0,573.0
TOYOTA,HIGHLANDER,(O)3.5 XLE AUTO,TOYOTA,HIGHLANDER,XLE HEV,2025.0,945700.0,945700.0,243.0,5.0,104.0
CHEVROLET,CRUZE,1.4 LT C TURBO AUTO,CHEVROLET,CRUZE,LT TURBO C,2018.0,380700.0,332700.0,153.0,2.0,548.0
HYUNDAI,TUCSON,2.5 LIMITED AUTO,HYUNDAI,TUCSON,LIMITED TECH,2022.0,672900.0,672900.0,187.0,3.0,325.0
HYUNDAI,TUCSON,(O)2.5 LIMITED TECH AUTO,HYUNDAI,TUCSON,LIMITED TECH,2023.0,710400.0,710400.0,187.0,3.0,29.0
HYUNDAI,TUCSON,(O)2.5 LIMITED TECH AUTO,HYUNDAI,TUCSON,LIMITED TECH,2024.0,744400.0,684400.0,187.0,3.0,1058.0
HONDA,HR-V,2.0 SPORT CVT,HONDA,HR-V,SPORT,2023.0,604900.0,604900.0,155.0,3.0,168.0
HONDA,HR-V,2.0 SPORT CVT,HONDA,HR-V,SPORT,2024.0,624900.0,594900.0,155.0,3.0,1238.0
HONDA,HR-V,2.0 UNIQ CVT,HONDA,HR-V,UNIQ CVT,2022.0,477900.0,477900.0,141.0,0.0,18.0
HONDA,HR-V,2.0 UNIQ CVT,HONDA,HR-V,UNIQ CVT,2023.0,568900.0,568900.0,155.0,4.0,4.0
HONDA,HR-V,2.0 UNIQ CVT,HONDA,HR-V,UNIQ CVT,2024.0,589900.0,549900.0,155.0,4.0,74.0
HYUNDAI,GRAND I10,1.2 GLS AUTO,HYUNDAI,GRAND I10,GLS TA,2020.0,235500.0,235500.0,86.0,2.0,257.0
HYUNDAI,GRAND I10,(O)1.2 GL MID AUTO,HYUNDAI,GRAND I10,GL MID AUTOMTICO,2020.0,220500.0,220500.0,86.0,2.0,1371.0
HYUNDAI,GRAND I10,(O)1.2 GLS AUTO,HYUNDAI,GRAND I10,GLS TA SD,2020.0,247300.0,247300.0,88.0,2.0,229.0
HYUNDAI,GRAND I10,1.2 GL MID AUTO,HYUNDAI,GRAND I10,GL MID AUTOMTICO SD,2020.0,232500.0,232500.0,88.0,2.0,3535.0
FORD,TRANSIT,(O)2.0 DIESEL CHASIS LARGO,FORD,TRANSIT,CHASIS LARGO,2025.0,882100.0,882100.0,167.0,4.0,69.0
FORD,TRANSIT,(O)2.0 DIESEL CHASIS MEDIANO,FORD,TRANSIT,CHASIS MEDIANO,2025.0,822100.0,822100.0,167.0,4.0,45.0
KIA,FORTE,2.0 EX IVT,KIA,FORTE,LX IVT,2020.0,328900.0,308900.0,147.0,2.0,15888.0
KIA,FORTE,(O)2.0 LX,KIA,FORTE,LX TM,2020.0,313900.0,293900.0,147.0,2.0,2969.0
KIA,SPORTAGE,(O)2.5 EX PACK AUTO,KIA,SPORTAGE,EX PACK,2022.0,557900.0,557900.0,181.0,3.0,1240.0
KIA,SPORTAGE,(O)2.5 EX PACK AUTO,KIA,SPORTAGE,EX PACK,2023.0,676900.0,676900.0,187.0,2.0,5380.0
KIA,SPORTAGE,(O)2.5 EX PACK AUTO,KIA,SPORTAGE,EX PACK,2024.0,692900.0,692900.0,187.0,2.0,2064.0
KIA,SPORTAGE,2.0 EX AUTO,KIA,SPORTAGE,EX,2022.0,509900.0,509900.0,153.0,2.0,864.0
KIA,SPORTAGE,(O)2.0 EX AUTO,KIA,SPORTAGE,EX,2023.0,626900.0,626900.0,153.0,2.0,2178.0
KIA,SPORTAGE,(O)2.0 EX AUTO,KIA,SPORTAGE,EX,2024.0,633900.0,633900.0,153.0,2.0,1316.0
KIA,SPORTAGE,(O)2.0 LX AUTO,KIA,SPORTAGE,LX,2022.0,461900.0,461900.0,153.0,2.0,187.0
AUDI,Q3,1.4 35 TFSI S LINE DCT,AUDI,Q3,35 TFSI S LINE S TRONIC,2022.0,839900.0,815586.0,150.0,4.0,118.0
AUDI,Q3,(O)1.4 35 TFSI S LINE DCT,AUDI,Q3,35 TFSI S LINE S TRONIC,2023.0,879900.0,853503.0,150.0,4.0,14.0
AUDI,Q3,1.4 35 TFSI S LINE DCT,AUDI,Q3,35 TFSI S LINE S TRONIC,2024.0,934900.0,802473.0,150.0,4.0,117.0
AUDI,Q3,1.4 35 TFSI SELECT DCT,AUDI,Q3,35 TFSI SELECT S TRONIC,2022.0,784900.0,762178.0,150.0,4.0,697.0
AUDI,Q3,(O)1.4 35 TFSI SELECT DCT,AUDI,Q3,35 TFSI SELECT S TRONIC,2023.0,824900.0,800153.0,150.0,4.0,7.0
AUDI,Q3,(O)1.4 35 TFSI SELECT DCT,AUDI,Q3,35 TFSI SELECT S TRONIC,2024.0,879900.0,755264.0,150.0,4.0,111.0
